,Country,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Date
356,IT,Santa Margherita Ligure,44.3346,9.212,64.96,76,50,3.06,1601499600
357,CA,Flin Flon,54.7682,-101.865,42.39,85,95,12.15,1601499600
358,US,Bemidji,47.4736,-94.8803,51.4,70,87,16.04,1601499600
359,EG,Ţahţā,26.7693,31.5021,87.85,17,0,4.61,1601499600
360,RU,Ust'-Kan,50.9276,84.761,27.12,95,75,0.81,1601499600
361,AO,Mossamedes,-15.1961,12.1522,65.43,83,72,4.41,1601499600
362,ID,Boyolangu,-8.1181,111.8935,75.7,91,62,4.47,1601499600
363,MN,Ulaanbaatar,47.9077,106.8832,30.31,87,95,20.0,1601499600
364,US,Grafton,42.207,-71.6856,67.42,57,38,10.71,1601499600
365,AI,The Valley,18.217,-63.0578,85.41,77,68,20.6,1601499600
366,RU,Evensk,61.95,159.2333,43.27,89,100,3.38,1601499600
367,ID,Soe,-9.8607,124.284,65.25,84,8,3.06,1601499600
368,SN,Ndioum,16.5129,-14.6471,102.96,22,0,7.29,1601499600
369,JP,Katsuura,35.1333,140.3,67.78,87,95,9.98,1601499600
370,BW,Tsabong,-26.0217,22.401,67.48,19,0,8.16,1601499600
371,LR,Robertsport,6.7533,-11.3686,78.15,86,82,4.47,1601499600
372,MX,Cortazar,20.4833,-100.9333,76.14,36,42,7.7,1601499600
373,MN,Erdenet,49.0333,104.0833,28.45,88,100,6.51,1601499600
374,BR,Nísia Floresta,-6.0911,-35.2086,80.4,69,24,10.71,1601499600
375,RU,Varnavino,57.4035,45.0916,50.63,93,100,4.56,1601499600
376,FR,Saint-François,46.4154,3.9054,56.25,75,45,3.36,1601499600
377,MX,Puerto Escondido,15.85,-97.0667,86.0,68,38,6.17,1601499600
378,RU,Tsimlyansk,47.6461,42.1019,60.37,42,99,21.3,1601499600
379,CO,San Andrés,12.5847,-81.7006,85.17,74,87,3.78,1601499600
380,AT,Kuchl,47.6265,13.1448,52.54,78,60,2.77,1601499600
381,PG,Panguna,-6.3164,155.4848,72.37,97,81,1.34,1601499600
382,RU,Pangody,65.85,74.4859,40.19,87,93,6.8,1601499600
383,PT,Ponta Delgada,37.7333,-25.6667,69.03,77,29,7.25,1601499600
384,RE,Saint-Pierre,-21.3393,55.4781,72.25,73,21,1.99,1601499600
385,CD,Bolobo,-2.1667,16.2333,75.52,83,74,2.89,1601499600
386,PH,Pandan,14.0453,124.1694,80.37,82,78,4.59,1601499600
387,DE,Wernigerode,51.8333,10.7833,54.37,86,29,3.02,1601499600
388,ID,Pangkalanbuun,-2.6833,111.6167,75.09,95,54,1.01,1601499600
389,RU,Suntar,62.1444,117.6319,26.4,92,69,2.53,1601499600
390,SK,Tlmače,48.2893,18.5315,56.82,87,100,12.24,1601499600
391,CN,Yakeshi,49.2833,120.7333,40.12,75,72,7.49,1601499600
392,BR,Santa Luzia,-19.7697,-43.8514,88.72,33,33,5.28,1601499600
393,BR,Natal,-5.795,-35.2094,81.46,68,23,14.52,1601499600
394,JP,Shingū,33.7333,135.9833,65.59,83,100,4.07,1601499600
395,US,College,64.8569,-147.8028,52.21,45,82,8.9,1601499600
396,ES,El Vendrell,41.2167,1.5333,67.6,90,62,7.16,1601499600
397,PF,Tiarei,-17.5333,-149.3333,78.51,80,40,26.19,1601499600
398,GE,Khani,41.9563,42.9566,65.41,59,42,4.52,1601499600
399,AR,Comodoro Rivadavia,-45.8667,-67.5,56.41,35,10,26.26,1601499600
400,PG,Kimbe,-5.5502,150.1429,78.1,82,97,4.85,1601499600
401,IR,Tāybād,34.74,60.7756,48.07,43,0,6.87,1601499600
402,SB,Gizo Government Station,-8.103,156.8419,82.04,76,63,8.43,1601499600
403,PE,Pimentel,-6.8367,-79.9342,69.53,69,25,17.05,1601499600
404,ID,Ende,-8.8432,121.6623,76.62,72,1,0.31,1601499600
405,CN,Xining,36.6167,101.7667,46.94,75,99,3.11,1601499600
406,CA,Port-Cartier,50.0334,-66.8654,59.27,90,95,21.81,1601499600
407,US,North Bend,43.4065,-124.2243,67.46,82,47,5.97,1601499600
408,ID,Atambua,-9.1061,124.8925,71.87,76,54,3.58,1601499600
409,US,Helena,46.5927,-112.0361,66.34,31,1,5.68,1601499600
410,CD,Bandundu Province,-3.3167,17.3667,78.04,77,26,3.56,1601499600
411,ZA,Port Shepstone,-30.7414,30.455,63.91,77,31,17.87,1601499600
412,DE,Ihlow,51.8833,13.3333,54.28,87,21,4.16,1601499600
413,RU,Ten'gushevo,54.7686,42.7189,52.56,69,100,6.33,1601499600
414,KE,Wajir,1.7471,40.0573,83.1,47,25,20.58,1601499600
415,PT,Peniche,39.3558,-9.3811,64.33,75,24,13.42,1601499600
416,VN,Bac Lieu,9.285,105.7244,79.21,86,66,9.13,1601499600
417,MU,Cap Malheureux,-19.9842,57.6142,72.68,74,0,11.5,1601499600
418,GL,Narsaq,60.9167,-46.05,31.46,61,56,4.76,1601499600
419,ID,Singaraja,-8.112,115.0882,79.84,74,18,3.58,1601499600
420,US,Sterling,39.0062,-77.4286,68.86,47,20,8.88,1601499600
421,ID,Jombang,-7.546,112.2331,76.44,83,54,6.46,1601499600
422,ZA,Richards Bay,-28.783,32.0377,65.19,74,17,17.58,1601499600
423,IN,Khawhai,23.3667,93.1167,61.79,100,100,0.89,1601499600
424,NG,Duku,11.2361,4.9073,74.25,91,70,3.51,1601499600
425,ES,Torrelavega,43.3494,-4.0479,61.93,83,70,3.22,1601499600
426,RU,Verkhnetulomskiy,68.6073,31.7962,44.65,96,68,3.47,1601499600
427,RU,Lovozero,68.005,35.0117,41.29,89,19,2.08,1601499600
428,CN,Yatou,37.15,122.3833,55.56,63,73,4.34,1601499600
429,BR,Conceição da Barra,-18.5933,-39.7322,78.66,72,27,8.99,1601499600
430,GL,Ilulissat,69.2167,-51.1,21.04,66,10,4.81,1601499600
431,BR,Vila Velha,-20.3297,-40.2925,79.81,73,2,13.53,1601499600
432,IE,Skibbereen,51.55,-9.2667,49.42,77,38,9.15,1601499600
433,BR,Tutóia,-2.7619,-42.2744,82.2,70,51,17.56,1601499600
434,IR,Sūsangerd,31.5608,48.1831,86.09,65,23,9.28,1601499600
435,RU,Saskylakh,71.9167,114.0833,26.62,93,79,0.94,1601499600
436,RU,Ust-Tsilma,65.441,52.1498,46.49,90,62,4.56,1601499600
437,CN,Beidao,34.5686,105.8933,58.57,76,100,3.8,1601499600
438,SO,Oddur,4.1213,43.8894,77.58,61,87,13.8,1601499600
439,CN,Ürümqi,43.801,87.6005,43.99,54,0,4.41,1601499600
440,CN,Guangyuan,32.442,105.823,67.03,91,100,1.25,1601499600
441,BR,Cidreira,-30.1811,-50.2056,73.94,78,50,12.57,1601499600
442,CA,Woodstock,43.1334,-80.7497,57.04,75,70,21.32,1601499600
443,RU,Sanchursk,56.9413,47.2499,51.37,92,91,5.17,1601499600
444,ZA,Knysna,-34.0363,23.0471,55.96,74,87,3.89,1601499600
445,LK,Hambantota,6.1241,81.1185,79.72,80,96,17.92,1601499600
446,NG,Biu,10.6129,12.1946,69.96,91,52,4.12,1601499600
447,GB,Ullapool,57.8987,-5.1604,47.28,83,100,4.5,1601499600
448,PH,Biri,12.6833,124.3636,82.53,78,98,6.64,1601499600
449,HT,Les Cayes,18.2,-73.75,84.63,76,92,11.61,1601499600
450,NE,Arlit,18.7369,7.3853,100.47,9,42,8.08,1601499600
451,US,Jasper,37.2001,-94.3502,78.08,37,1,15.5,1601499600
452,MX,Natívitas,19.2333,-98.3167,69.06,49,34,1.88,1601499600
453,RU,Verkhnyaya Inta,65.9811,60.3094,46.38,88,0,12.5,1601499600
454,MR,Adrar,20.5022,-10.0711,98.2,11,0,12.91,1601499600
455,ES,la Garriga,41.6833,2.2833,67.03,73,28,4.12,1601499600
456,MA,Tiznit Province,29.5833,-9.5,70.61,66,0,1.79,1601499600
457,IT,Laas,46.6166,10.7002,50.94,59,6,2.21,1601499600
458,PK,Keti Bandar,24.1447,67.4497,82.0,79,12,11.61,1601499600
459,UY,Chui,-33.6971,-53.4616,67.44,74,65,6.22,1601499600
460,RU,Mezen',65.8522,44.24,49.23,93,86,5.66,1601499600
461,RU,Zhigansk,66.7697,123.3711,27.61,96,69,4.07,1601499600
462,VG,Road Town,18.4167,-64.6167,85.44,79,82,15.84,1601499600
463,ES,Ferrol,43.4832,-8.2369,62.87,79,87,15.03,1601499600
464,FI,Lapua,62.9693,23.0088,54.25,85,99,3.51,1601499600
465,RU,Kyra,49.5776,111.9753,40.95,89,100,10.47,1601499600
466,GB,Haverfordwest,51.8017,-4.9691,54.81,85,94,12.59,1601499600
467,PH,Ransang,8.9603,117.5828,79.34,79,89,2.98,1601499600
468,JP,Sakaiminato,35.55,133.2333,68.54,80,70,10.65,1601499600
469,KE,Chepareria,1.3077,35.2039,62.37,80,37,2.01,1601499600
470,IN,Leh,34.1667,77.5833,43.77,46,0,4.25,1601499600
471,CA,Betsiamites,48.9413,-68.646,58.55,78,55,19.08,1601499600
472,GF,Iracoubo,5.4802,-53.2011,83.34,74,64,12.55,1601499600
473,TH,Mae Chan,20.1467,99.8526,74.28,96,42,0.83,1601499600
474,MG,Vangaindrano,-23.35,47.6,71.28,91,57,7.02,1601499600
475,CL,Coquimbo,-29.9533,-71.3436,61.32,56,23,13.33,1601499600
476,NO,Karasjok,69.4719,25.5112,51.19,85,87,7.72,1601499600
477,SA,Abhā,18.2164,42.5053,67.84,62,11,2.35,1601499600
478,US,Iberia,29.9502,-91.7507,76.84,40,1,3.83,1601499600
479,ML,Taoudenni,22.6783,-3.9836,100.53,9,3,9.15,1601499600
480,MX,Ixtapa,20.7,-105.2,89.01,61,33,6.42,1601499600
481,RU,Belaya Gora,68.5333,146.4167,33.31,82,24,13.4,1601499600
482,EG,Assiut,27.181,31.1837,90.0,17,0,10.18,1601499600
483,NA,Lüderitz,-26.6481,15.1594,56.1,69,4,22.64,1601499600
484,PK,Kalat,29.0225,66.5916,57.6,35,0,2.62,1601499600
485,PE,Chicama,-7.8447,-79.1469,72.54,59,65,10.54,1601499600
486,PA,Los Algarrobos,8.5,-82.4333,81.05,79,69,3.89,1601499600
487,AU,Batemans Bay,-35.7167,150.1833,53.91,86,96,5.7,1601499600
488,NA,Rehoboth,-23.3167,17.0833,57.74,35,0,10.0,1601499600
489,CN,Huilong,31.8111,121.655,67.48,80,34,3.76,1601499600
490,BO,Tarata,-17.6167,-66.0167,73.29,32,32,15.21,1601499600
491,US,Mastic Beach,40.7668,-72.8521,69.1,51,10,19.24,1601499600
492,BR,Ilhabela,-23.7781,-45.3581,76.75,80,33,8.61,1601499600
493,NE,Niamey,13.5137,2.1098,90.72,50,38,15.59,1601499600
494,RE,Saint-Joseph,-21.3667,55.6167,71.29,76,30,3.2,1601499600
495,FI,Korsholm,63.1142,21.6822,54.07,93,94,4.43,1601499600
496,VN,Hue,16.4667,107.6,78.4,88,55,3.96,1601499600
497,CA,Smithers,54.7804,-127.1743,58.48,71,87,3.33,1601499600
498,EC,Muisne,0.6,-80.0333,78.67,80,86,11.81,1601499600
499,CN,Pingliang,35.5392,106.6861,52.27,68,95,9.22,1601499600
500,RU,Seryshevo,51.0933,128.3786,41.72,79,46,5.48,1601499600
501,GB,Hastings,50.8552,0.5729,59.14,91,97,27.98,1601499600
502,BR,Esmeraldas,-19.7625,-44.3139,88.65,29,60,4.65,1601499600
503,IN,Jasidih,24.5167,86.65,79.0,83,99,4.65,1601499600
504,US,Lynchburg,37.4138,-79.1423,70.92,44,1,7.87,1601499600
505,MW,Phalombe,-15.8064,35.6507,71.42,69,3,5.08,1601499600
506,ID,Kalianget,-7.05,113.9333,81.5,77,32,8.1,1601499600
507,MA,Nador,35.174,-2.9287,72.59,79,48,3.31,1601499600
508,BR,Maragogi,-9.0122,-35.2225,77.36,75,24,8.16,1601499600
509,KZ,Atasū,48.6814,71.6433,42.39,57,6,8.61,1601499600
510,US,Kīhei,20.785,-156.4656,83.37,64,23,3.85,1601499600
511,RU,Khandyga,62.6667,135.6,32.52,93,59,3.47,1601499600
512,ID,Bengkulu,-3.8004,102.2655,77.31,84,99,4.09,1601499600
513,ZA,Thaba Nchu,-29.2093,26.839,56.84,32,1,3.24,1601499600
514,NO,Andenes,69.3143,16.1194,52.18,86,87,3.42,1601499600
515,NO,Honningsvåg,70.9821,25.9704,51.04,84,86,14.45,1601499600
516,US,Fortuna Foothills,32.6578,-114.4119,107.28,8,1,10.56,1601499600
517,CA,Saint-Augustin,51.226,-58.6502,61.43,92,100,20.54,1601499600
518,LK,Galle,6.0367,80.217,79.83,83,90,12.19,1601499600
519,RU,Syamzha,60.0158,41.0614,49.35,92,66,5.37,1601499600
520,TD,Abéché,13.8292,20.8324,80.29,65,70,8.66,1601499600
521,CI,Daoukro,7.0591,-3.9631,74.46,95,99,3.15,1601499600
522,RU,Dukat,62.55,155.55,33.55,96,97,2.57,1601499600
523,CA,Tobermory,45.2501,-81.6665,58.19,79,85,15.99,1601499600
524,CA,Port Hardy,50.6996,-127.4199,66.22,76,87,4.25,1601499600
525,OM,Ibrā’,22.6906,58.5334,75.9,46,18,1.52,1601499600
526,BR,São Miguel do Araguaia,-13.275,-50.1628,100.53,16,4,4.36,1601499600
527,CA,Halifax,44.6453,-63.5724,68.74,97,94,22.15,1601499600
528,RU,Tevriz,57.509,72.4042,46.24,97,100,2.19,1601499600
529,BW,Maun,-19.9833,23.4167,81.19,32,77,10.56,1601499600
530,ID,Sorong,-0.8833,131.25,79.23,83,100,8.66,1601499600
531,AU,Queanbeyan,-35.35,149.2333,48.67,88,20,7.58,1601499600
532,AO,Sumbe,-11.2061,13.8437,72.64,86,65,8.72,1601499600
533,LR,Monrovia,6.3005,-10.7969,79.21,87,87,7.67,1601499600
534,RU,Krasnosel'kup,65.7,82.4667,32.86,93,97,1.88,1601499600
535,PT,Lagoa,39.05,-27.9833,69.96,78,98,14.12,1601499600
536,US,Laurel,39.0993,-76.8483,70.0,50,20,8.68,1601499600
537,NO,Tromsø,69.6496,18.957,48.11,84,75,3.83,1601499600
538,NO,Måløy,61.9353,5.1136,55.54,74,75,2.39,1601499600
539,US,Portland,45.5234,-122.6762,83.75,34,0,3.15,1601499600
540,BR,Guarapari,-20.6667,-40.4975,79.45,74,2,15.97,1601499600
541,RU,Tazovsky,67.4667,78.7,37.58,86,99,6.33,1601499600
542,ES,Los Llanos de Aridane,28.6585,-17.9182,70.47,73,20,12.62,1601499600
543,US,Nome,64.5011,-165.4064,45.97,73,57,16.6,1601499600
544,CO,Puerto Colombia,10.9878,-74.9547,84.52,74,80,8.72,1601499600
545,GH,Takoradze,4.8845,-1.7554,76.59,88,100,9.78,1601499600
546,US,Tarboro,35.8968,-77.5358,69.73,51,1,6.89,1601499600
547,ZA,Kruisfontein,-34.0033,24.7314,54.64,77,49,8.61,1601499600
548,CN,Ganzhou,28.8184,115.4327,65.88,80,4,2.8,1601499600
549,MX,Cintalapa,16.6951,-93.7272,73.22,75,96,8.72,1601499600
550,US,Key West,24.5557,-81.7826,85.37,66,18,2.73,1601499600
551,BO,San Matías,-16.3667,-58.4,108.3,14,59,7.02,1601499600
552,AU,Kununurra,-15.7667,128.7333,81.61,83,74,5.46,1601499600
553,RU,Aykhal,66.0,111.5,24.55,88,94,8.14,1601499600
554,RU,Shatsk,54.0258,41.7119,55.71,60,100,8.08,1601499600
555,US,Kenai,60.5544,-151.2583,53.26,84,95,14.92,1601499600
556,ID,Katobu,-4.9408,122.5276,74.98,93,98,3.13,1601499600
557,FR,Villebon-sur-Yvette,48.7059,2.2402,61.48,70,100,8.68,1601499600
558,SO,Mogadishu,2.0371,45.3438,77.61,83,14,16.53,1601499600
559,NO,Ballangen,68.3428,16.8315,50.99,78,54,5.61,1601499600
560,TR,Gemlik,40.4309,29.1597,64.45,68,49,1.23,1601499600
561,MM,Dawei,14.0833,98.2,76.75,89,66,1.45,1601499600
562,UZ,Kogon,39.7228,64.5517,53.58,43,0,1.77,1601499600
563,SA,Makkah al Mukarramah,21.4267,39.8261,81.77,77,0,0.89,1601499600
564,BG,Obzor,42.8167,27.8833,60.98,60,9,9.48,1601499600
565,CD,Yangambi,0.8102,24.4336,72.27,91,90,2.26,1601499600
566,CA,Bonavista,48.6499,-53.1147,65.93,82,79,19.57,1601499600
567,MZ,Manjacaze,-24.7117,33.8828,68.36,89,99,9.15,1601499600
568,RU,Chernigovka,44.3389,132.5728,45.48,88,95,2.19,1601499600
569,RU,Rudnichnyy,59.617,52.4703,46.6,94,93,3.44,1601499600
570,BR,Ouro Preto do Oeste,-10.7481,-62.2158,85.86,57,90,12.84,1601499600
571,TW,Toucheng,24.8592,121.8233,71.69,91,34,6.17,1601499600
572,NG,Sabla,12.7525,4.7077,83.35,65,30,10.71,1601499600
573,NZ,Dunedin,-45.8742,170.5036,47.12,66,44,2.48,1601499600
574,RU,Urengoy,65.9667,78.3667,37.18,88,96,4.76,1601499600
575,RU,Usinsk,65.9939,57.5281,44.83,89,2,10.27,1601499600
576,MG,Tsaratanana,-16.7833,47.65,72.93,64,9,1.81,1601499600
577,PE,Pisco,-13.7,-76.2167,67.21,70,26,10.56,1601499600
578,DK,Nexø,55.0607,15.1306,58.8,84,73,12.28,1601499600
579,RU,Luga,58.7372,29.8453,51.48,81,12,4.68,1601499600
580,CN,Kashgar,39.4547,75.9797,61.11,36,100,9.75,1601499600
581,PG,Kavieng,-2.5744,150.7967,83.08,74,85,8.19,1601499600
582,RU,Dzhebariki-Khaya,62.2167,135.8,33.76,89,57,3.24,1601499600
583,PH,Simbahan,6.3032,120.5836,83.34,75,7,7.7,1601499600
584,US,Rome,43.2128,-75.4557,60.76,63,47,8.61,1601499600
585,TR,Hakkâri Province,37.5833,44.1667,49.42,64,32,0.92,1601499600
586,RU,Khuzhir,53.1939,107.3397,35.69,79,96,15.28,1601499600
587,MM,Myitkyina,25.3833,97.4,74.7,94,11,1.3,1601499600
588,US,Pacific Grove,36.6177,-121.9166,69.31,68,20,9.78,1601499600
589,CN,Renqiu,38.6989,116.0936,60.85,56,99,5.32,1601499600
590,JP,Shimoda,34.6667,138.95,65.32,88,100,11.48,1601499600
591,ML,Sokolo,14.7328,-6.1219,97.32,25,51,8.68,1601499600
592,ID,Rantepao,-2.9701,119.8978,67.33,90,100,2.04,1601499600
593,CG,Loandjili,-4.7561,11.8578,77.31,76,58,6.11,1601499600
594,RU,Remontnoye,46.5614,43.6501,57.15,46,81,19.62,1601499600
595,US,Great Falls,47.5002,-111.3008,63.72,38,20,7.76,1601499600
596,IS,Vestmannaeyjar,63.4427,-20.2734,41.61,73,59,15.86,1601499600
597,CN,Jiazi,22.8779,116.067,74.28,79,87,15.88,1601499600
598,NG,Lafia,8.4833,8.5167,75.99,88,40,5.48,1601499600
599,CI,San-Pédro,4.7485,-6.6363,76.78,88,90,7.65,1601499600
600,MZ,Inhambane,-23.865,35.3833,71.69,89,58,14.05,1601499600
601,CA,Thunder Bay,48.4001,-89.3168,51.94,74,87,14.36,1601499600
602,AR,Bell Ville,-32.6259,-62.6887,90.36,33,0,4.83,1601499600
603,US,Freeport,40.6576,-73.5832,70.84,46,1,15.3,1601499600
604,CG,Owando,-0.4819,15.8999,72.48,95,94,2.57,1601499600
605,AR,Neuquén,-38.9516,-68.0591,59.95,25,10,32.86,1601499600
606,ES,Bereda,43.2686,-7.5406,58.95,81,94,7.67,1601499600
607,US,Fernley,39.608,-119.2518,84.49,16,0,6.35,1601499600
608,US,‘Āhuimanu,21.4447,-157.8378,81.84,66,10,3.58,1601499600
609,ET,Gelemso,8.8167,40.5167,60.55,88,96,4.83,1601499600
610,MX,Pueblo Nuevo,23.3833,-105.3833,77.9,33,4,3.76,1601499600
611,NO,Tyssedal,60.1165,6.562,57.52,71,100,7.49,1601499600
612,KE,Garissa,-0.4536,39.6401,79.3,60,2,17.18,1601499600
613,CA,Athabasca,54.7169,-113.2854,53.37,53,29,5.32,1601499600
614,ML,Kidal,18.4411,1.4078,97.36,10,11,7.16,1601499600
615,LK,Anuradhapura,8.3565,80.4173,78.12,79,65,11.52,1601499600
616,CN,Shaowu,27.3409,117.4831,65.01,88,24,1.97,1601499600
617,US,Fort Dodge,42.4975,-94.168,66.49,33,1,19.64,1601499600
618,RU,Lensk,60.7253,114.9278,28.53,92,53,2.68,1601499600
619,CA,Kirkland Lake,48.1446,-80.0377,53.4,77,94,5.5,1601499600
620,ID,Sabang,5.8933,95.3214,82.29,72,43,3.74,1601499600
621,RU,Vuktyl,63.8567,57.3094,46.08,89,6,5.23,1601499600
622,BJ,Porto-Novo,6.4965,2.6036,78.39,86,66,5.53,1601499600
623,NL,Hellendoorn,52.3902,6.448,58.78,91,62,7.87,1601499600
624,RU,Baykit,61.67,96.37,31.73,97,100,2.1,1601499600
625,US,‘Ewa Beach,21.3156,-158.0072,82.2,58,0,4.99,1601499600
626,BF,Léo,11.1,-2.1,76.89,84,96,4.92,1601499600
627,CN,Simao,22.7886,100.9748,64.54,93,18,1.39,1601499600
628,US,Yucca Valley,34.1142,-116.4322,91.71,13,0,5.86,1601499600
629,ID,Merauke,-8.4667,140.3333,77.79,72,69,15.75,1601499600
630,GF,Cayenne,4.9333,-52.3333,85.8,70,58,11.3,1601499600
631,AU,Mount Isa,-20.7333,139.5,74.82,29,1,16.28,1601499600
632,AO,Benguela,-12.5763,13.4055,72.43,79,20,7.31,1601499600
633,RU,Sangar,63.9242,127.4739,32.36,92,99,4.56,1601499600
634,ID,Ambon City,-3.6954,128.1814,79.52,82,87,8.34,1601499600
635,BR,Amapá,1.0,-52.0,92.91,34,99,3.33,1601499600
636,IS,Eyrarbakki,63.863,-21.1481,40.08,71,56,7.31,1601499600
637,ZM,Kasempa,-13.4584,25.8338,75.42,37,71,0.65,1601499600
638,CA,Hay River,60.8156,-115.7999,49.41,73,53,1.48,1601499600
639,AO,Caxito,-8.5785,13.6643,74.84,77,58,3.44,1601499600
640,GL,Qasigiannguit,68.8193,-51.1922,21.49,67,12,4.36,1601499600
641,ES,Cabra,37.4725,-4.4421,72.64,39,92,4.56,1601499600
642,CM,Idenao,4.2475,9.0047,76.44,91,85,4.59,1601499600
643,RU,Seymchan,62.8833,152.4333,42.19,78,100,10.67,1601499600
644,NO,Gvarv,59.3875,9.1737,54.95,91,86,3.27,1601499600
645,AR,Villa María,-32.4075,-63.2402,89.98,26,0,16.89,1601499600
646,RU,Sovetskaya Gavan',48.9723,140.2878,45.27,77,3,4.94,1601499600
647,MX,Mazatlán,23.2167,-106.4167,87.62,72,38,9.33,1601499600
648,CN,Lianzhou,24.7811,112.3825,70.23,84,84,1.9,1601499600
649,RU,Sovetskiy,61.3614,63.5842,46.11,86,0,4.61,1601499600
650,LK,Kalmunai,7.4167,81.8167,79.92,68,68,4.83,1601499600
651,AU,Karratha,-20.7377,116.8463,70.2,46,0,6.42,1601499600
652,VE,Caraballeda,10.6112,-66.8522,83.07,65,75,7.76,1601499600
653,CN,Chenzhou,25.8,113.0333,68.63,92,99,0.72,1601499600
654,CA,Burns Lake,54.2331,-125.7533,56.19,75,93,3.91,1601499600
655,IN,Nāthdwāra,24.9333,73.8167,76.5,47,4,7.7,1601499600
656,PK,Gwadar,25.1216,62.3254,82.08,71,0,8.9,1601499600
657,BR,São Félix do Xingu,-6.6447,-51.995,88.14,55,85,2.64,1601499600
658,UA,Stanislav,46.5691,32.1478,63.72,80,87,8.23,1601499600
659,AR,Viedma,-40.8135,-62.9967,59.05,49,42,10.33,1601499600
660,GH,Esim,4.8699,-2.2405,76.5,89,100,8.79,1601499600
661,SR,Nieuw Amsterdam,5.8833,-55.0833,85.12,75,88,11.27,1601499600
662,NO,Snåase,64.2457,12.3778,52.63,75,27,4.88,1601499600
663,BR,Itarema,-2.9248,-39.9167,81.86,64,4,17.07,1601499600
664,CA,Souris,49.6172,-100.2612,50.11,54,94,20.33,1601499600
665,AU,Mareeba,-17.0,145.4333,64.63,79,26,3.18,1601499600
666,KZ,Beyneu,45.3167,55.2,56.32,48,12,9.71,1601499600
667,CD,Kalemie,-5.9475,29.1947,73.44,76,89,5.77,1601499600
668,KG,Toktogul,41.8708,72.9402,52.57,65,90,1.28,1601499600
669,GA,Port-Gentil,-0.7193,8.7815,79.25,76,19,10.94,1601499600
670,CA,Iqaluit,63.7506,-68.5145,35.04,71,11,13.94,1601499600
671,RU,Khorinsk,52.1657,109.7726,34.05,90,100,4.81,1601499600
672,UA,Sribne,50.6638,32.9187,57.38,72,100,18.37,1601499600
673,IN,Narasaraopet,16.25,80.0667,77.02,88,100,8.28,1601499600
674,MX,Coahuayana Viejo,18.7333,-103.6833,85.19,65,66,4.68,1601499600
675,PG,Daru,-9.0763,143.2092,77.61,81,98,14.85,1601499600
676,FR,Arrondissement de Libourne,44.9167,-0.25,61.63,73,78,4.76,1601499600
677,JP,Nishihara,26.1842,127.7558,74.61,84,38,13.0,1601499600
678,CN,Jishui,33.7333,115.4,64.78,79,26,5.66,1601499600
679,US,Mayo,38.8876,-76.5119,69.08,50,10,10.69,1601499600
680,IN,Nagapattinam,10.7667,79.8333,80.38,77,71,11.32,1601499600
681,GT,Champerico,14.3,-91.9167,84.52,69,42,7.92,1601499600
682,RU,Kungurtug,50.5994,97.5228,26.62,95,80,2.39,1601499600
683,NO,Sørland,67.667,12.6934,53.85,83,55,7.52,1601499600
684,CL,Antofagasta,-23.65,-70.4,62.28,67,83,8.72,1601499600
685,AO,Lucapa,-8.4192,20.7447,71.46,83,31,3.4,1601499600
686,LK,Trincomalee,8.5711,81.2335,80.74,76,56,18.63,1601499600
687,AU,Muswellbrook,-32.2667,150.9,55.51,92,76,5.44,1601499600
688,IN,Kavaratti,10.5669,72.642,80.94,78,49,13.33,1601499600
689,NC,Voh,-20.9667,164.7,68.77,69,9,8.05,1601499600
690,RU,Batagay-Alyta,67.8006,130.4114,26.62,85,98,6.13,1601499600
691,RU,Vilyuysk,63.7553,121.6247,27.46,94,100,2.21,1601499600
692,CA,High Level,58.5169,-117.136,53.89,62,10,4.14,1601499600
693,FO,Vágur,61.4732,-6.8119,48.74,77,100,12.06,1601499600
694,TD,Biltine,14.5333,20.9167,83.48,60,100,10.45,1601499600
695,RU,Kommunisticheskiy,61.6789,64.4819,45.12,89,0,5.14,1601499600
696,IN,Saraipali,21.3333,83.0,74.73,91,100,2.77,1601499600
697,RU,Togur,58.3631,82.8265,39.79,96,100,7.29,1601499600
698,AU,Port Macquarie,-31.4333,152.9167,59.61,86,50,7.54,1601499600
699,AO,Angola,-12.5,18.5,64.87,90,100,5.35,1601499600
700,MN,Baruun-Urt,46.6806,113.2792,40.75,91,81,12.46,1601499600
701,EG,Damietta,31.4165,31.8133,78.15,76,0,6.08,1601499600
702,GB,Fairlie,55.756,-4.8556,50.52,84,99,13.0,1601499600
703,PE,Lima,-12.0432,-77.0282,66.27,70,44,9.86,1601499600
704,US,Pierre,44.3683,-100.351,66.25,25,1,25.66,1601499600
705,CN,Dingzhou,38.5131,114.9956,60.48,83,95,4.47,1601499600
706,DZ,Algiers,36.7525,3.042,73.11,81,69,4.16,1601499600
707,ML,Mopti,14.6667,-4.0,97.5,27,34,11.48,1601499600
708,RU,Solnechnyy,50.7214,136.6319,40.03,85,0,1.66,1601499600
709,BR,Itupiranga,-5.1347,-49.3267,89.78,54,68,0.72,1601499600
710,MU,Quatre Cocos,-20.2078,57.7625,71.35,79,38,6.51,1601499600
711,JM,Montego Bay,18.4712,-77.9188,85.91,73,59,7.07,1601499600
712,SN,Saint-Louis,16.3333,-15.0,101.88,23,0,7.09,1601499600
713,IL,Kiryat Gat,31.61,34.7642,74.93,81,0,1.79,1601499600
714,RU,Bokovskaya,49.229,41.8306,60.64,34,94,16.96,1601499600
